,Unnamed: 0,Unnamed: 0.1,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_id,release_date
715,715,715,Cliff Richard,Together With Cliff Richard,Saviour's Day,0PIGLjA2QzRXYzLB1cTkgc,0.514,0.512,10,-13.959,1,0.0312,0.0,0.153,0.737,155.069,293560,3,spotify:album:5yaUrYOylXyPC7jEV0o2YZ,1991-11-18
716,716,716,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,0.979,0.792,2,-2.784,1,0.0388,7.71e-06,0.102,0.583,116.012,254467,4,spotify:album:20O6lfaDAoMhUj5TAvVbb6,2008-11-04
717,717,717,The Righteous Brothers,Rock N' Roll Legends,Unchained Melody,2ACjOtICHXrAlP3ijVMSvb,0.349,0.326,0,-10.749,1,0.0286,0.00144,0.665,0.297,98.888,215853,3,spotify:album:0KCZx2uURPo1rcQmyx6qvo,1991-09-30
718,718,718,The Beautiful South,The Beautiful South - Gold (International Version),A Little Time,4IgbR45X6dDMfJTnvZ6bJz,0.637,0.33,5,-10.019,1,0.0327,3.05e-06,0.0894,0.323,108.557,178373,4,-,-
719,719,719,Various Artists,Drivetime,"Show Me Heaven - From ""Days Of Thunder"" Soundtrack",0smsQNRjaMKjacESbRb3wZ,0.522,0.495,8,-9.096,1,0.0263,0.000176,0.0537,0.513,155.884,222867,4,spotify:album:0hGa9DPLa0BH3VDOKZuOrr,2020-03-13
720,720,720,Steve Miller Band,The Joker,The Joker,371VkfwKiXJxgH5ZPoQNHD,0.596,0.448,5,-9.616,1,0.0396,5.3e-06,0.206,0.796,83.293,264504,4,spotify:album:5uYNj1HkZrWKAkhEYcGmJr,1973-01-01
721,721,721,Various Artists,Party,Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,1JHtSwDALqU3PdPKiL9rUW,0.702,0.732,9,-14.638,1,0.0527,1.87e-05,0.357,0.922,126.247,216317,4,spotify:album:5M8gr5RV2eR6UkztC69ogB,2013-01-01
722,722,722,Various Artists,Lost Hits Of The 90's,Turtle Power,3dFAXD9FtN2gmoZToyoJl2,0.622,0.627,9,-14.456,1,0.0441,0.0,0.185,0.55,105.937,260560,4,spotify:album:3wfnvFWWYA8kPNXOvjkIlo,2011-01-01
723,723,723,Elton John,Love Songs,Sacrifice,7ygK0n2JkhFGMuSo6mOeZ9,0.75,0.485,1,-10.526,1,0.0263,0.00202,0.0612,0.391,111.337,307040,4,spotify:album:0ufGvePLRPce9olVIZhRyE,2019-08-23
724,724,724,New Order,The Best of New Order,World in Motion,08po8QZK3tihnLBZWATAki,0.603,0.955,1,-4.111,1,0.0458,0.0451,0.119,0.787,123.922,270827,4,-,-
725,725,725,Various Artists,Classic Number 1's (International Version),Killer,74pSkordOKmiu7DxRlT9j4,0.755,0.714,5,-6.906,0,0.0739,0.0207,0.0669,0.705,120.005,251533,4,-,-
726,726,726,Madonna,Celebration (double disc version),Vogue,27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6,-6.449,1,0.0433,0.00351,0.417,0.329,115.998,316813,4,spotify:album:43lok9zd7BW5CoYkXZs7S0,2009-09-18
727,727,727,SNAP!,SNAP! The Power Greatest Hits,"The Power - 7"" Version",0xjYm51yCaVHNiY2Sww2pt,0.698,0.868,1,-9.104,1,0.0446,0.0201,0.196,0.743,108.912,226513,4,spotify:album:0f7ZSi2EcurDJU0UeKFjuZ,2009-11-24
728,728,728,Various Artists,True 90s (3 CD Set),Dub Be Good To Me,2VsSnYZzq8mhAtdhwzYxXi,0.861,0.486,0,-10.017,1,0.0497,0.0948,0.0831,0.658,95.899,321147,4,-,-
729,729,729,Various Artists,Get Up! Stand Up! Highlights from the Human Rights Concerts 1986-1998,Nothing Compares 2 U,05kSy2VRhCSWD7Kr0aUiNB,0.471,0.678,5,-5.512,1,0.0272,2.61e-05,0.416,0.142,60.013,321000,4,-,-
730,730,730,Kylie Minogue,Enjoy Yourself,Tears On My Pillow,2NbUDftyUv4c3FcVH3J9pp,0.328,0.714,2,-5.448,0,0.036,0.000481,0.0844,0.314,210.21,149693,3,spotify:album:1gbcNmTEXs2GYktvarZuli,2010-01-01
731,731,731,New Kids On The Block,Hangin' Tough,Hangin' Tough,16flEBCtUF67V5yO0GxYWn,0.763,0.552,6,-11.98,1,0.0449,0.000695,0.28,0.744,90.775,256560,4,spotify:album:0W7mquARagPr9V1N0nHYgK,1988-09-02
732,732,732,Jive Bunny,The Essential Christmas Party Album,Let's Party,5xxBIKTrXK6MDGfUJQAMC5,0.452,0.849,2,-6.355,1,0.145,3.43e-05,0.576,0.522,139.823,405093,4,spotify:album:4Rc0f9Me5vkkldxjjjaHvr,2010-08-30
733,733,733,New Kids On The Block,Greatest Hits,You Got It (The Right Stuff),2BEL2ySEBDO02FLo3lOIZT,0.789,0.687,1,-7.441,1,0.0634,2.77e-06,0.0571,0.862,111.493,250747,4,spotify:album:1WBZyULtlANBKed7Zf9cDP,1998-01-01
734,734,734,Lisa Stansfield,The Boxset Collection,All Around the World - Remastered,4oDE2kdP0JksBFuvMNZYyS,0.436,0.914,1,-4.608,1,0.192,1.68e-06,0.0876,0.765,101.211,265760,4,spotify:album:7gdyU25hgg7acFjmM3kEuN,2003-05-30
735,735,735,Jive Bunny and the Mastermixers,The Essential Christmas Party Album,That's What I Like,5UmDpzngy9Km4ennDma7jq,0.695,0.941,10,-5.534,1,0.108,0.00095,0.116,0.788,165.006,241507,4,spotify:album:4Rc0f9Me5vkkldxjjjaHvr,2010-08-30
736,736,736,Black Box,Dreamland,Ride on Time,3pgainA2dH9c7e8JVYGRCN,0.648,0.858,9,-6.58,0,0.0323,0.556,0.0535,0.62,119.031,272147,4,spotify:album:5bfpRtBW7RNRdsm3tRyl3R,2020-08-07
737,737,737,Jive Bunny and the Mastermixers,Jive Bunny And The Mastermixers The Biggest Party On The Planet,Swing The Mood,3Aimpqxpvmz7jhJlNnEd5c,0.865,0.512,8,-13.376,1,0.0521,0.0173,0.201,0.879,92.512,259573,4,spotify:album:0ZtoKNv75D3PvB2i0vPrIP,2009-10-19
738,738,738,Sonia,Everybody Knows,You'll Never Stop Me Loving You,14FEBzpNrarSwrDwIDrqHa,0.694,0.947,2,-6.473,1,0.0538,9.03e-06,0.0715,0.95,120.025,203120,4,spotify:album:70Yl2w1p00whfnC7fj94ox,1969-05-14
739,739,739,Various Artists,The Playlist – Classic R&B,Back To Life (However Do You Want Me),5dbxGfSlHBWb8I4HMNa6Uf,0.809,0.633,7,-5.668,1,0.112,0.00112,0.0452,0.605,100.976,228067,4,-,-
740,740,740,Jason Donovan,Let It Be Me,Sealed With A Kiss,0JuHwJyf9fTTU7wBHNLQYI,0.592,0.427,4,-7.835,0,0.024,0.00102,0.0957,0.638,88.974,163507,4,spotify:album:2BxDLAnw4QPcs8U4r1StrI,2010-10-05
741,741,741,Various Artists,The Sixties Album,Ferry Cross the Mersey - Mono; 2002 Remaster,59aWMB4ghEcjJa6LjH98bc,0.405,0.365,6,-10.226,0,0.0289,4.68e-06,0.163,0.588,104.536,141987,4,-,-
742,742,742,Kylie Minogue,The Abbey Road Sessions,Hand on Your Heart,76v2ETX3Ze17TEWWIEglDg,0.608,0.286,9,-12.168,1,0.0276,0.000138,0.0729,0.19,93.911,218027,4,spotify:album:1BdQWouNev422Pnyrse62b,2012-10-24
743,743,743,The Bangles,The Essential Bangles,Eternal Flame,5MoDQWMDMaAGDEiWsJfeCi,0.526,0.358,4,-7.239,0,0.0243,0.0,0.0942,0.399,78.989,238027,3,spotify:album:4yaX6Gmlvo42PnGgBdhzGf,2004
744,744,744,Madonna,Celebration (double disc version),Like a Prayer,1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.842,5,-5.285,1,0.0376,2.11e-05,0.181,0.257,111.037,342680,4,spotify:album:43lok9zd7BW5CoYkXZs7S0,2009-09-18
745,745,745,Jason Donovan,Ten Good Reasons,Too Many Broken Hearts,2AeelxeYAriGv9fHq1Fjsg,0.652,0.966,9,-6.554,0,0.044,0.0,0.357,0.921,122.214,197187,4,spotify:album:0a5ZyaMEIpuGcMJM3Qz89p,1989-05-02
746,746,746,Simple Minds,Street Fighting Years,Belfast Child - Remastered 2002,3fKDSSIgOngs8YYzFJO6eD,0.163,0.51,7,-8.414,1,0.0415,0.0638,0.0945,0.325,162.086,402173,4,spotify:album:5mBLEMXwzctnXP2ZhPMNvX,1989-05-08
747,747,747,Marc Almond,The Stars We Are,Something's Gotten Hold of My Heart,68O1r5xQADu0JjvBibg9zN,0.565,0.492,4,-12.548,1,0.0254,0.0,0.0684,0.364,98.247,280489,4,spotify:album:3HIPNQXH9gtsvrlt74dUXR,1989-01-30
748,748,748,Kylie Minogue,Especially for You,Especially for You,3cx90OGCsdU6tg02JAQbAb,0.531,0.817,2,-5.865,0,0.0364,0.0,0.0635,0.426,79.973,239787,4,spotify:album:4QPf4plzqxwscI1Lv1P3dh,2015-05-26
749,749,749,Cliff Richard,Together With Cliff Richard,Mistletoe and Wine,3AgiRs3oxc2dFh0CPUHXJs,0.498,0.432,9,-14.386,1,0.0345,0.0,0.136,0.365,135.015,245333,3,spotify:album:5yaUrYOylXyPC7jEV0o2YZ,1991-11-18
750,750,750,Various Artists,Love,First Time,1hC742BlJVdDwl31JUGAqW,0.584,0.59,9,-7.051,0,0.0243,1.04e-06,0.088,0.378,98.025,197400,4,spotify:album:3SpBlxme9WbeQdI9kx7KAV,2021-09-03
751,751,751,Enya,"Themes From ""Calmi Cuori Appassionati""",Orinoco Flow,0Fyj9w0HVfjoxm9S8nGClt,0.685,0.46,0,-11.223,1,0.0283,0.257,0.101,0.566,114.995,266960,4,-,-
752,752,752,Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,One Moment in Time,3S3dZXxNGghLtOqehzHtii,0.266,0.539,0,-6.738,1,0.0333,0.0,0.0964,0.325,155.484,285000,4,spotify:album:0IOYlkPLTNWcByZGPwf9gm,2021-01-01
753,753,753,U2,Rattle And Hum,Desire,5OHNmFCzM6S52aIlkhg6JP,0.49,0.827,8,-9.481,1,0.0482,0.00406,0.112,0.626,108.577,179360,4,spotify:album:7hIoJcH4ObWasDFq78u1x9,1988-10-10
754,754,754,Various Artists,60s: The Collection,He Ain't Heavy He's My Brother,2ZFzLHljq8L33LetxXhCh9,0.341,0.276,7,-13.195,1,0.0299,0.000365,0.183,0.255,76.079,258800,4,spotify:album:2A4QaigyufW2Lk3eKOBWG3,1999-01-01
755,755,755,Phil Collins,...Hits,A Groovy Kind Of Love,5huh0htdiJDatAtbHLtpfz,0.46,0.182,2,-14.711,1,0.0303,2.57e-05,0.101,0.188,144.066,209333,4,spotify:album:1WBZyULtlANBKed7Zf9cDP,1998-01-01
756,756,756,Various Artists,80s Triple Set,The Only Way Is Up,1PpPkovFpn1p2FvUk1iwzQ,0.658,0.892,6,-9.143,0,0.0455,0.00145,0.1,0.734,124.872,231874,4,-,-
757,757,757,Glenn Medeiros,Glenn Medeiros,Nothing's Gonna Change My Love for You,2EnZ9bpgUtLgKkRFehp8xS,0.445,0.378,1,-15.257,1,0.0381,0.0,0.0758,0.406,142.061,232067,4,spotify:album:0WnOmOLWUqY3niFaFZ4iyH,1990-01-01
758,758,758,Bros,The Best of Bros,I Owe You Nothing,74uRJVMLXLGaC8HSXW5VjM,0.663,0.774,6,-10.448,0,0.0386,0.0,0.134,0.862,124.179,222773,4,spotify:album:3RNKIVZM0ZfoLbz12pnTOm,2016-06-17
759,759,759,The Timelords (The Jams),The History Of Jams a.k.a. The Timelords,Doctorin' The Tardis,1e388YJ0UlDpKQRZntkRoH,0.712,0.908,11,-10.713,0,0.0426,0.279,0.357,0.685,126.057,218773,4,-,-
760,760,760,Wet Wet Wet,Step By Step The Greatest Hits,With A Little Help From My Friends,59rkqNxUUf3YbBMowKaJUU,0.561,0.593,4,-8.284,1,0.05,0.0,0.185,0.77,125.223,151240,4,spotify:album:2TwB8vOerULmBoTWShlzoy,2013-11-25
761,761,761,Fairground Attraction,The Very Best Of Fairground Attraction,Perfect,3ZqGaV6I9FgRureoCBPzuF,0.583,0.188,9,-15.928,0,0.0691,0.0,0.0996,0.641,138.761,217173,4,spotify:album:2Q6uzVvrFqCGGtPRmiRQKT,2004-08-30
762,762,762,Various Artists,The Definitive 80's (eighties),Theme from S-Express,1ZT36B4fO2R7rBCGRb3XIM,0.692,0.83,2,-8.055,1,0.0387,8.71e-05,0.254,0.575,117.319,234080,4,-,-
763,763,763,Pet Shop Boys,Discography - Complete Singles Collection,Heart,1g5sWjTKlKXFiIiw1BOHaj,0.639,0.892,9,-10.788,0,0.0675,0.155,0.639,0.773,122.342,257560,4,-,-
764,764,764,Aswad,Universal Masters Collection,Don't Turn Around,6OJq6oyCcsJUg4fENeNJk4,0.761,0.754,4,-9.562,1,0.0394,5.67e-06,0.0938,0.861,97.0,217733,4,spotify:album:0BJYKcOgrEaGdoOpDHSXEX,2000-01-10
765,765,765,Kylie Minogue,The Abbey Road Sessions,I Should Be so Lucky,790ubVxlXH7JaBnXSZayk9,0.242,0.314,6,-9.837,0,0.034,0.0,0.31,0.187,85.927,196440,4,spotify:album:1BdQWouNev422Pnyrse62b,2012-10-24
766,766,766,Tiffany,Tiffany,I Think We're Alone Now,2dO88mixgzqmgy56wFUVSY,0.75,0.723,7,-12.117,1,0.0485,0.00414,0.0215,0.946,130.515,228840,4,spotify:album:0ORrRtBqjERyBBZWSsSw9C,1987-01-01
767,767,767,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,Heaven Is a Place on Earth,37Q5anxoGWYdRsyeXkkNoI,0.64,0.852,1,-8.119,0,0.0345,1.82e-06,0.0497,0.793,122.902,246520,4,-,-
768,768,768,Pet Shop Boys,Discography - Complete Singles Collection,Always on My Mind,07ABETRdek3ACMpRPvQuaT,0.533,0.783,7,-10.61,1,0.0366,0.0565,0.186,0.726,124.874,234907,4,-,-
769,769,769,T'Pau,Hits,China In Your Hand - Single Version,3U9B0ZcnVPisVh9wGOg6qL,0.386,0.725,11,-6.896,1,0.0395,0.0,0.122,0.283,139.843,247027,4,spotify:album:1WBZyULtlANBKed7Zf9cDP,1998-01-01
770,770,770,Bee Gees,E.S.P.,You Win Again,3G6LiloSWwbMN1zT3QvNsd,0.548,0.854,11,-10.664,0,0.0312,6.13e-06,0.275,0.927,168.611,241333,4,spotify:album:0DlDUg3SyCkOq7K3WghDUE,1987-09-01
771,771,771,Various Artists,Lilliput,"Pump Up The Volume (7"")",369JKykZZr1qzv9pg5zAhz,0.751,0.632,7,-14.803,1,0.0585,0.4,0.0549,0.68,112.992,250960,4,spotify:album:53dV3qpIb9dzqavIQS0m19,2018-02-16
772,772,772,Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,4uLU6hMCjMI75M1A2tKUQC,0.721,0.939,8,-11.823,1,0.0376,3.79e-05,0.108,0.914,113.309,213573,4,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,1987-11-12
773,773,773,Michael Jackson,Bad 25th Anniversary,I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,2fytePz8UsbUr8n33QBEcm,0.657,0.467,5,-8.925,1,0.0341,1.92e-06,0.0295,0.276,100.139,251760,4,spotify:album:24TAupSNVWSAHL0R7n71vm,1987-08-31
774,774,774,Los Lobos,La Bamba / Charlena,La Bamba,0uMMLry3hzWGn3q3loqMkm,0.506,0.764,0,-12.239,1,0.046,0.00025,0.247,0.868,156.336,174187,4,spotify:album:0FPwLfwQWd91kV5rZTzMlZ,1987-06-20
775,775,775,Madonna,Celebration (double disc version),Who's That Girl,16cb7NuPz7j0BrQGXKo3zd,0.612,0.857,9,-6.464,0,0.0383,0.0883,0.0916,0.812,103.833,238773,4,spotify:album:43lok9zd7BW5CoYkXZs7S0,2009-09-18
776,776,776,Pet Shop Boys,Discography - Complete Singles Collection,It's a Sin,3GNwCZIv4xKUiyoaQfj9Ah,0.529,0.715,0,-11.419,0,0.0431,0.000614,0.168,0.352,127.17,301293,4,-,-
777,777,777,The Firm,Star Trekkin' - Single,Star Trekkin' - Original Radio Version,18HpAFKulQo3RzTvNxaFIe,0.517,0.634,9,-12.302,1,0.096,1.16e-06,0.303,0.876,146.149,215806,4,spotify:album:7ABiFaeExzyT992eaBHdEA,1986
778,778,778,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.818,291293,4,spotify:album:5Vdzprr5cOqXQo44eHeV7t,1987-06-02
779,779,779,Starship,No Protection,Nothing's Gonna Stop Us Now,2vEQ9zBiwbAVXzS2SOxodY,0.643,0.801,6,-4.921,1,0.0228,0.0,0.0719,0.534,95.988,270333,4,spotify:album:3nCQjsOzTmnWM6gnjIaT8J,1987-07-27
780,780,780,Madonna,True Blue (Reissue),La Isla Bonita,6r8k1vznHrzlEKYxL4dZEe,0.724,0.822,1,-4.374,0,0.0333,1.38e-05,0.0553,0.964,99.9,242733,4,spotify:album:6fmnT17jc2Sc69q3nza1eD,1986-06-30
781,781,781,Mel & Kim,F L M,Respectable,70TwCkM4EQkKeeBJfISYo2,0.782,0.928,0,-5.499,1,0.0723,1.88e-06,0.087,0.914,122.221,340107,4,spotify:album:2jG28q0cYrIZAwclb7sMLc,2021-10-14
782,782,782,Boy George,At Worst...The Best Of Boy George And Culture Club,Everything I Own,645QszFL4uslPAikKAWsUy,0.797,0.337,6,-15.299,1,0.0386,6.74e-05,0.0508,0.835,87.416,237200,4,spotify:album:7gdwk8zdee8ghIq94Z9ck3,1993-01-01
783,783,783,Ben E. King,Don't Play That Song (Mono),Stand by Me,3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,7.07e-06,0.0707,0.605,118.068,180056,4,spotify:album:18Fj7coTfyMi7mEPXIweN7,1962-08-20
784,784,784,Aretha Franklin,Aretha,I Knew You Were Waiting (For Me),0f6pHbsLzpWxl5CfhOUjBA,0.71,0.639,4,-12.839,1,0.045,0.0,0.172,0.733,107.947,241000,4,spotify:album:55HZ2ectg1mMTEKDqIq3kC,1968-06-14
785,785,785,Various Artists,Pure Deep House 2 - The Very Best of Deep House & Garage,Jack Your Body - Doorly Club Rub,7soEUqLGRmCcse6xGCXz0G,0.805,0.944,8,-7.912,0,0.0567,0.829,0.105,0.204,123.01,412367,4,-,-
786,786,786,Jackie Wilson,The Ultimate Jackie Wilson,Reet Petite,533NW3XHuW3MjO4vLqY2iV,0.678,0.683,5,-5.418,1,0.167,0.0,0.135,0.842,85.969,162093,4,spotify:album:1NXxURGbIYbunQfXmChHAl,2006
787,787,787,The Housemartins,Now That's What I Call Quite Good,Caravan Of Love,58RdxKqvxh631GXrvTxJ2z,0.607,0.22,9,-14.508,1,0.0264,0.0,0.222,0.572,94.804,219467,4,-,-
788,788,788,Europe,The Final Countdown (Expanded Edition),The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.000827,0.0608,0.188,117.662,310333,4,spotify:album:5Jkd47JEaCU1g4DcGBnHm3,1986
789,789,789,Various Artists,Top Gun Deluxe Edition,"Take My Breath Away - Love Theme from ""Top Gun""",1AAEWUVZpew24mP6nC1IU5,0.492,0.692,6,-9.955,1,0.0264,0.0,0.786,0.497,96.024,254520,4,-,-
790,790,790,Simon May,Eastenders - Peggy's Theme,Every Loser Wins,2u9hmCXkdLIU8oqvAEKSeC,0.366,0.363,3,-9.768,1,0.0288,0.000636,0.154,0.26,132.758,191009,4,spotify:album:5WmveT7pqKGrVESmgF4Li4,2010-09-11
791,791,791,Madonna,True Blue (Reissue),True Blue,7azOuDeJGbxt5mvq3GQHXp,0.798,0.909,11,-4.258,1,0.045,0.0,0.0502,0.866,117.947,257467,4,spotify:album:6fmnT17jc2Sc69q3nza1eD,1986-06-30
792,792,792,The Communards,Communards,Don't Leave Me This Way (with Sarah Jane Morris),26g8bCaVhcv0KkBi5SlEg7,0.654,0.915,3,-6.254,1,0.0315,0.0,0.11,0.916,131.942,260947,4,spotify:album:0qqP0gMVjjSEj8odGxMbf3,1986-01-01
793,793,793,Various Artists,Pure Reggae Vol.1,I Want To Wake Up With You,3sqbfkpzWpnJIFonQRRbo9,0.707,0.527,3,-10.109,1,0.0357,3.03e-06,0.177,0.735,81.543,238267,4,spotify:album:2LNDf06jXhPKK8ogkY9NEO,2015-03-22
794,794,794,Chris de Burgh,Notes From Planet Earth - The Collection,The Lady In Red,2qJNqOUnzLPl46bsRTJiKT,0.563,0.44,10,-11.97,1,0.0283,5.63e-06,0.0395,0.508,76.615,254573,4,-,-
795,795,795,Madonna,True Blue (Reissue),Papa Don't Preach,6A8OnjnpShshNpcqWtZRjr,0.833,0.934,5,-3.243,0,0.0313,7.55e-06,0.0521,0.964,121.879,268533,4,spotify:album:6fmnT17jc2Sc69q3nza1eD,1986-06-30
796,796,796,Wham!,Music From The Edge Of Heaven,The Edge of Heaven,5AhRNIjYPBleR1lfHphcrE,0.493,0.665,9,-13.817,0,0.0424,0.0,0.159,0.877,152.644,270800,4,spotify:album:099le4PQZ57X2LY9xVNOpc,1986-07-01
797,797,797,Doctor & The Medics,Laughing At the Pieces,Spirit in the Sky,6GElvNcpLw9RSAov7lQeGm,0.619,0.546,11,-10.206,0,0.042,0.0,0.0676,0.479,120.675,208106,4,spotify:album:0O2LDqpLcWUxONhKfvRK1g,2003
798,798,798,Various Artists,80s 100 Hits,Rock Me Amadeus,1tDH02wIa3ysGiAe4qsLXL,0.62,0.715,4,-13.254,0,0.108,0.00439,0.66,0.908,176.69,195160,4,spotify:album:0pvhletDH7CphbKErUtPCF,2010-02-26
799,799,799,George Michael,Ladies And Gentlemen... The Best Of George Michael,A Different Corner,6khoye7kysa6cLGY0AO9dO,0.266,0.287,6,-10.34,1,0.0333,0.00898,0.105,0.15,99.148,243533,4,spotify:album:3coLNlyStg9h7f8CZ103Rl,1998-11-09
800,800,800,Cliff Richard,Cliff Richard at the Movies 1959-1974,Living Doll - 1996 Remaster,1Mxt1Z09YpIhmJTTYiTMV7,0.758,0.465,9,-7.77,1,0.039,0.0,0.0934,0.764,127.221,158040,4,-,-
801,801,801,Diana Ross,Eaten Alive,Chain Reaction,1it9umP1j9qSqzKbSLLqqy,0.794,0.55,11,-12.988,1,0.0367,0.000271,0.113,0.744,127.736,230533,4,spotify:album:72wlcJQ2waHKxXtltbr2ZE,1985-09-24
802,802,802,Billy Ocean,The Very Best of Billy Ocean,"When the Going Gets Tough, The Tough Get Going",5UU5FbITNm5OunvHQdsKME,0.755,0.763,4,-6.318,1,0.0473,0.0,0.318,0.932,122.045,248000,4,spotify:album:7n4OT3zEZaEiyKKd6mFAhi,2010-04-26
803,803,803,a-ha,Hunting High and Low,The Sun Always Shines on T.V.,0HoaLXRp7jJtdQFunUyUGc,0.494,0.839,9,-8.79,0,0.0647,0.0706,0.253,0.219,126.329,302400,4,spotify:album:1ER3B6zev5JEAaqhnyyfbf,1985-06-01
804,804,804,Pet Shop Boys,Please: Further Listening 1984-1986,West End Girls - 2001 Remaster,7FlwylpJSe3ea6m1IrkizS,0.648,0.947,4,-6.617,0,0.0369,0.0567,0.105,0.602,113.255,245360,4,spotify:album:47fRf3JwriMUPPzFjdvNS6,1986-03-24
805,805,805,Various Artists,Now That's What I Call Christmas,Merry Christmas Everyone,2kYR3SArZKAL3g2HT1VpLB,0.758,0.823,4,-7.52,1,0.0273,0.0,0.256,0.961,101.759,217520,4,spotify:album:5FW77TjniIDx7vqu03Z7HB,2018-10-05
806,806,806,Whitney Houston,Whitney Houston,Saving All My Love for You,1lx8ddGT5wCD6W2xmLeRKG,0.636,0.264,6,-14.567,0,0.0263,4.22e-05,0.275,0.264,99.304,238467,3,spotify:album:5Vdzprr5cOqXQo44eHeV7t,1987-06-02
807,807,807,Various Artists,Pure... 80s,I'm Your Man,1HMLSegDKkBMkMH5M8LnfK,0.757,0.878,2,-4.564,1,0.0529,0.0,0.049,0.552,132.158,243240,4,spotify:album:3Q7X3PF8WiSIyoSRPgRddk,2008-01-01
808,808,808,Feargal Sharkey,Feargal Sharkey,A Good Heart,4umQbcdBF3YVsNBvvnFLiX,0.653,0.884,10,-10.224,1,0.0444,0.0,0.318,0.762,104.647,281800,4,spotify:album:1fnuPLerUrbVfzcHyY6H5N,1985-01-01
809,809,809,Various Artists,The Best Of The 80's,The Power of Love,7EkFVRqmso1h8WjrUrlXIT,0.437,0.56,8,-5.184,1,0.0307,9.01e-06,0.099,0.192,138.813,279533,4,spotify:album:2kzUxFepw1uLjbgqV537eP,2000-01-11
810,810,810,Midge Ure,The Gift,If I Was,1NX2Mm24mEAb3IZwGAMlyi,0.529,0.751,0,-9.826,1,0.0616,1.98e-06,0.0753,0.672,127.058,319787,4,spotify:album:552zi1M53PQAX5OH4FIdTx,2019-07-19
811,811,811,David Bowie,Dancing In The Street E.P.,Dancing in the Street - 2002 Remaster,6FnuMo55jNECTDdS1nD5H0,0.6,0.816,4,-13.64,1,0.0431,0.0,0.126,0.744,130.99,204787,4,spotify:album:25vNR2X4RTa0UJ9aKqaXqz,1985-08-12
812,812,812,UB40,Baggariddim,I Got You Babe,07itbZUgkAmBi4CEH5NniJ,0.756,0.61,5,-13.002,1,0.0709,7.89e-05,0.114,0.863,173.818,189093,4,spotify:album:6UjYrQhvKY0dq6nos8TVc8,1985-01-01
813,813,813,Madonna,Celebration (double disc version),Into the Groove,2m0M7YqCy4lXfedh18qd8N,0.729,0.856,10,-4.164,0,0.035,0.00832,0.0691,0.804,116.467,285093,4,spotify:album:43lok9zd7BW5CoYkXZs7S0,2009-09-18
814,814,814,Eurythmics,Ultimate Collection,There Must Be an Angel (Playing with My Heart),2hbA72TFulrNGTEBUMAnzG,0.584,0.776,0,-5.495,1,0.0358,0.0,0.112,0.608,112.139,281040,4,spotify:album:1fIcfIou6wXHMuWB8XBgAk,2009-01-01
815,815,815,Sister Sledge,The Best of Sister Sledge (1973-1985),Frankie,07YVxuEYhZEBiTusd7kmP5,0.821,0.657,6,-8.679,1,0.0748,0.00658,0.0664,0.926,82.79,257893,4,spotify:album:4L1Astvd0LwOkF49jQ2Uyt,1992-08-11
816,816,816,Paul Hardcastle,The Very Best Of ....,19,3WH1QqSOGIy1cSUvi4vcpA,0.753,0.897,11,-8.54,1,0.073,0.73,0.351,0.937,117.937,210853,4,-,-
817,817,817,Phyllis Nelson,All of Phyllis Nelson (14 Songs & Hits),Move Closer,0hXmK3JDrrEPaobPa9iqRb,0.645,0.678,3,-7.367,1,0.0235,7.48e-05,0.228,0.729,84.482,275733,4,spotify:album:4O2ssDBTPPZhgIgb9DD2lm,2008-07-07
818,818,818,U.S.A. For Africa,We Are The World,We Are The World,3Z2tPWiNiIpg8UMMoowHIk,0.528,0.447,4,-15.255,1,0.0435,0.0,0.0745,0.292,72.58,427333,4,spotify:album:2O6gXGWFJcNrLYAqDINrDa,1985-01-01
819,819,819,Philip Bailey,Chinese Wall,Easy Lover,7INi4pMPG4IE0Smx5y4KVf,0.749,0.699,1,-13.108,1,0.0371,0.00192,0.0763,0.935,128.904,304507,4,spotify:album:59RsiGLQVyFHiFn2K5VNvX,1984-10-01
820,820,820,Dead Or Alive,Youthquake,You Spin Me Round (Like a Record),0BB9eUBBaaX6GALSYNcEp7,0.554,0.851,6,-10.526,0,0.0334,0.0242,0.405,0.96,128.103,196800,4,spotify:album:2unDXVVmIQAcSY5bCEL8nU,1985-03-26
